target,source,group,lat,long
Cannes,Abbas Kiarostami,1,7.017369,43.55285
Cannes,Karim A├»nouz,1,7.017369,43.55285
Cannes,Joa Hadjithomas ,1,7.017369,43.55285
Cannes,N├⌐jib Belkadhi,1,7.017369,43.55285
Cape Town,Zoulikha-Bouabdellah,1,18.42406,-33.92487
Cape Town,Hasan and Husain Essop,1,18.42406,-33.92487
Cape Town,Susan Hefu,1,18.42406,-33.92487
Carthage,N├⌐jib Belkadhi,1,-94.31022,37.17645
Casablanca,Waheeda Malullah,1,-7.589843,33.57311
Casablanca,Ahmed Cherkaoui,1,-7.589843,33.57311
Casablanca,Jilali Gharbaoui,1,-7.589843,33.57311
Casablanca,Mohammed Ben Ali Rbati,1,-7.589843,33.57311
Casablanca,Omar Berrada,1,-7.589843,33.57311
Casablanca,mounir fatmi,1,-7.589843,33.57311
Casablanca,Abdelfattah Kilito,1,-7.589843,33.57311
Casablanca,Mohammed Melehi,1,-7.589843,33.57311
Casablanca,Amino Belyamani,1,-7.589843,33.57311
Casablanca,Driss Ouadahi,1,-7.589843,33.57311
Casablanca,Farid Belkahia,1,-7.589843,33.57311
Central Asia,Iman Raad,1,68.8319,45.45069
Central Asia,Slavs and Tatars,1,68.8319,45.45069
central Marrakech,Mohammed Ben Ali Rbati,1,-97.54336,25.86111
Central Saint,Noura Bouzo,1,,
Central Saint,Laurent Grasso,1,,
Central Saint,Athier,1,,
Central Saint,Jenine Sharabi,1,,
Cergy,Sirine Fattouh,1,2.060325,49.03562
Cergy,Zoulikha-Bouabdellah,1,2.060325,49.03562
Cergy,Nir Esber,1,2.060325,49.03562
Cergy,Latifa Echakhch,1,2.060325,49.03562
Charleston,Amir H. Fallah,1,-79.93105,32.77647
